QueryVars,ProjVars,JoinVars,LonelyNonResultVars,min_cardinality_of_var_in_TP,No.TPs,TP_sizes,QueryRuntime
"['e', 'a', 'x', 'i', 't', 'y', 'w', 'p', 'f', 'g', 'd', 'l', 'c', 'v', 'j', 'b', 'r']","[1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1]","[1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 1]","[1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 0, 0]","[95, 100, 64, 20, 10, 71, 5, 1, 23, 87, 98, 68, 41, 12, 37, 43, 67]",3,"[2, 56, 19]",0.7204483362042454
"['w', 'g', 'p', 'm', 'n', 'l', 'q', 'o']","[1, 1, 1, 0, 1, 0, 1, 1]","[1, 1, 1, 1, 0, 1, 1, 0]","[1, 0, 0, 0, 0, 1, 0, 0]","[13, 24, 8, 63, 8, 66, 85, 6]",4,"[66, 100, 44, 4]",4.624426674796939
"['n', 'f', 'a']","[1, 1, 0]","[1, 0, 1]","[0, 1, 0]","[75, 38, 81]",7,"[91, 20, 12, 12, 22, 47, 10]",6.195393653385847
"['i', 'k', 'n', 'l', 'a', 'y', 'u']","[0, 1, 0, 1, 1, 1, 1]","[0, 1, 1, 0, 1, 1, 1]","[1, 0, 0, 1, 0, 0, 1]","[93, 73, 54, 2, 17, 9, 74]",4,"[87, 98, 55, 28]",3.6485957405129037
"['f', 'x', 'i', 'd', 'o', 'm', 'k', 'j']","[1, 0, 0, 0, 0, 1, 1, 1]","[1, 0, 0, 0, 1, 0, 0, 1]","[0, 0, 0, 1, 0, 0, 0, 0]","[60, 78, 70, 21, 33, 51, 53, 10]",3,"[82, 89, 31]",5.322412746391778
"['g', 'f', 'y', 'i', 'c', 't', 'u', 'j', 'k', 'n', 'l', 'r', 'o']","[1, 1, 0, 0, 0, 1, 0, 0, 1, 0, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0]","[0, 1, 1, 0, 0, 1, 0, 1, 1, 1, 1, 0, 1]","[14, 87, 25, 16, 47, 82, 14, 77, 23, 53, 54, 81, 21]",4,"[37, 17, 7, 13]",2.793851526666685
"['v', 'm', 's', 'k', 'w', 'a', 'y', 'n', 'e', 'q', 'c', 'x', 'd', 't', 'l', 'i', 'p', 'j', 'h', 'o', 'r']","[1, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0]","[0, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 1, 1]","[0, 1, 1, 1, 1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1]","[19, 98, 73, 2, 70, 28, 26, 36, 19, 42, 32, 80, 22, 4, 71, 82, 13, 67, 77, 52, 16]",8,"[80, 20, 100, 51, 92, 64, 32, 16]",5.210699920367771
"['x', 'q', 't', 's', 'y']","[1, 1, 1, 1, 0]","[0, 1, 1, 0, 1]","[1, 0, 0, 1, 1]","[65, 51, 10, 73, 60]",8,"[75, 17, 21, 94, 4, 75, 22, 52]",6.286354258011495
"['m', 'x', 'h', 'e', 'k', 't', 'y', 'a', 's', 'f', 'u', 'l', 'j', 'c', 'b', 'n', 'g', 'v', 'p', 'i', 'r', 'q', 'd']","[0, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1]","[0, 0, 1, 1, 0, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 1]","[0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1]","[81, 33, 13, 7, 28, 24, 49, 63, 61, 6, 6, 92, 52, 98, 34, 95, 29, 32, 89, 10, 7, 44, 30]",6,"[61, 78, 37, 54, 60, 25]",2.194445633629188
"['j', 'f', 'u', 'v', 'q', 'i', 'n', 'k', 'p', 'b', 'r', 't', 'e', 'o', 'l', 'y']","[0, 1, 1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 1]","[1, 0, 0, 0, 1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 1, 1]","[1, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 1, 0, 0]","[98, 83, 72, 10, 99, 48, 38, 80, 40, 61, 50, 45, 77, 9, 9, 77]",8,"[91, 46, 67, 84, 33, 61, 82, 58]",0.35876090235627933
"['d', 'i', 'v', 'j', 'f', 'n']","[1, 0, 1, 1, 0, 0]","[1, 1, 0, 0, 1, 1]","[1, 1, 0, 0, 1, 1]","[16, 19, 46, 75, 16, 11]",2,"[81, 38]",5.8446918660299065
"['c', 'u', 'l', 'x', 'v', 't', 'r', 'e', 'o', 'd', 'p', 'i', 'a', 'j', 'g']","[1, 1, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1]","[0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 0, 0]","[0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 0, 0, 1]","[9, 25, 38, 25, 30, 3, 76, 26, 42, 68, 9, 9, 37, 90, 21]",7,"[54, 33, 65, 94, 26, 41, 72]",7.941395688936651
"['b', 'p', 'v', 'q', 'i', 'o', 'n', 'd', 's', 'l', 'c', 'g', 'w', 't']","[0, 0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 1, 1, 0]","[0, 0, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 1, 0]","[1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1]","[93, 80, 53, 25, 71, 37, 99, 93, 55, 4, 57, 41, 63, 38]",8,"[92, 70, 86, 78, 48, 40, 73, 5]",1.326475158104187
['g'],[1],[1],[0],[6],7,"[85, 27, 99, 46, 80, 96, 58]",2.841756153975676
"['p', 'j', 'a', 'r', 'e', 'v', 'h', 't', 'y']","[0, 1, 1, 0, 1, 1, 1, 0, 1]","[0, 1, 1, 1, 1, 0, 0, 1, 1]","[1, 1, 0, 1, 1, 0, 0, 1, 0]","[25, 13, 31, 12, 39, 54, 52, 96, 82]",5,"[48, 33, 26, 44, 86]",1.0974773009903596
"['c', 'n', 'a', 'w', 'l', 'h', 'y', 's', 'f', 'e', 'u', 'i']","[1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0]","[0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0]","[0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1]","[77, 92, 93, 87, 87, 52, 25, 94, 17, 71, 51, 68]",3,"[48, 32, 79]",6.694537893363694
['y'],[0],[0],[1],[98],7,"[97, 80, 23, 44, 82, 94, 84]",5.707633454944821
"['w', 'v', 'q', 'h', 'y', 'p', 'b', 'a']","[0, 0, 0, 0, 1, 0, 1, 1]","[0, 0, 0, 0, 1, 0, 1, 0]","[1, 1, 1, 0, 1, 1, 0, 0]","[85, 59, 41, 88, 16, 88, 99, 62]",3,"[100, 34, 82]",8.908422236580464
"['k', 'w', 'y', 'n', 'h', 'c', 'b', 'u', 'r', 'j', 'o', 'g', 'f', 'p', 'e']","[1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 1]","[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 1, 1, 0, 1]","[0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0]","[18, 5, 89, 70, 4, 64, 3, 77, 14, 30, 97, 97, 89, 62, 10]",7,"[42, 16, 1, 38, 75, 58, 91]",1.1026084048060556
"['i', 'u', 'f', 'l', 'n', 'y', 'v', 'q', 'w', 'h', 'j', 'p', 'e', 'k', 'x', 'a', 's']","[1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0]","[0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 0, 1, 0, 1]","[1, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1]","[16, 8, 76, 9, 50, 71, 26, 45, 30, 64, 21, 95, 10, 59, 16, 11, 43]",3,"[84, 67, 87]",2.219224078726176
"['t', 'g', 'q', 'f', 'v']","[1, 0, 1, 1, 0]","[0, 0, 0, 1, 1]","[1, 1, 1, 1, 0]","[98, 44, 84, 94, 35]",2,"[41, 41]",0.9023555913774922
"['w', 't', 'p', 'u', 'r', 'j', 'v', 'l', 'g', 's', 'm', 'i']","[1, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 0]","[0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 0]","[1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1]","[54, 38, 76, 46, 35, 52, 85, 95, 68, 84, 80, 100]",6,"[45, 92, 25, 42, 2, 89]",8.405007082591844
"['o', 'x', 'i', 'k', 'd', 'b', 'a', 'e', 's', 'v', 'q', 'j', 'w', 'h', 'r', 'p', 'f', 'l', 'm', 'y', 't']","[0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 1, 1, 1, 0, 0, 1, 0]","[1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0]","[0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 1, 0, 0, 1, 0, 1, 1, 0]","[23, 93, 91, 96, 50, 79, 32, 90, 79, 17, 73, 70, 32, 91, 51, 31, 75, 6, 42, 92, 31]",7,"[22, 28, 14, 8, 90, 34, 15]",9.129449357490236
"['h', 'j', 'w', 'f', 's', 'b', 'y', 'k']","[0, 1, 1, 0, 0, 1, 1, 0]","[1, 0, 0, 1, 0, 0, 1, 1]","[0, 1, 1, 0, 1, 1, 1, 1]","[71, 10, 39, 27, 40, 37, 33, 81]",5,"[8, 54, 33, 69, 19]",7.741291624972814
"['a', 'w', 'q', 'g', 'x', 's', 'r', 'n', 'e', 'h', 'd', 'c', 'b', 'i', 'v', 'p', 't', 'u', 'f', 'k', 'j', 'y', 'l', 'o', 'm']","[0, 1, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 1, 1]","[0, 0, 1, 1, 0, 1, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0]","[1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0]","[96, 1, 99, 59, 100, 79, 84, 100, 78, 94, 99, 11, 61, 91, 6, 42, 53, 44, 43, 34, 97, 47, 71, 38, 95]",7,"[98, 77, 1, 23, 38, 78, 23]",6.502410185226016
"['l', 'j', 'k', 'w', 'o', 'x', 's', 'u', 'q', 'd', 'b', 'g']","[1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1]","[0, 0, 1, 1, 1, 0, 1, 1, 0, 0, 1, 0]","[1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0]","[15, 29, 47, 50, 12, 34, 21, 52, 35, 10, 45, 31]",5,"[86, 63, 27, 72, 5]",4.540681116725899
"['o', 'a', 'b', 'g', 'e', 'i', 'l', 'p']","[1, 0, 1, 0, 0, 1, 0, 1]","[1, 1, 1, 0, 1, 1, 1, 1]","[1, 0, 0, 0, 1, 0, 1, 1]","[55, 69, 34, 66, 4, 69, 62, 70]",6,"[31, 33, 53, 16, 81, 40]",6.259653608947873
"['b', 'v', 'f', 'l', 's', 'o', 't']","[0, 1, 1, 1, 1, 0, 1]","[0, 1, 1, 0, 0, 0, 0]","[1, 0, 0, 1, 1, 1, 1]","[91, 78, 96, 66, 71, 14, 74]",5,"[39, 62, 38, 40, 46]",5.04931368877435
"['w', 'p', 'n', 't', 'i', 'd', 'm', 'h', 'j', 'o']","[0, 1, 1, 0, 1, 0, 1, 1, 0, 1]","[0, 1, 1, 0, 1, 1, 1, 0, 0, 0]","[0, 0, 1, 1, 1, 1, 0, 0, 0, 1]","[36, 3, 24, 98, 68, 50, 73, 13, 42, 30]",9,"[57, 60, 14, 62, 77, 16, 87, 97, 11]",0.8840572247393258
"['t', 'e']","[0, 0]","[1, 1]","[1, 0]","[40, 22]",6,"[79, 81, 58, 89, 12, 10]",3.575697210806906
"['k', 'a', 'g', 'p', 'e', 'u', 'l', 'w', 'm']","[1, 1, 1, 0, 0, 0, 0, 1, 0]","[1, 1, 0, 0, 0, 0, 0, 1, 0]","[1, 1, 1, 0, 1, 1, 1, 1, 0]","[27, 30, 21, 10, 55, 99, 92, 85, 23]",1,[9],1.2626721664805562
"['k', 'x', 'b', 'v', 'l', 'm', 'y', 'r', 'u', 'o', 'c', 'g', 'e', 'w', 'q', 'd', 'a', 'j']","[1, 0, 0, 1, 1, 1, 1, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 0]","[0, 1, 1, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 1, 0]","[1, 0, 1, 0, 0, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1]","[8, 13, 75, 63, 26, 23, 8, 19, 4, 27, 77, 30, 68, 3, 70, 57, 60, 23]",10,"[91, 75, 62, 96, 38, 8, 17, 61, 26, 72]",7.233438356586235
"['j', 'm', 'l', 'y', 'x']","[0, 0, 0, 0, 0]","[1, 0, 1, 0, 1]","[0, 1, 0, 1, 1]","[6, 42, 30, 53, 23]",8,"[71, 28, 49, 83, 18, 36, 22, 95]",7.366345270980872
"['o', 't']","[1, 0]","[1, 0]","[0, 1]","[37, 88]",10,"[94, 45, 25, 68, 19, 4, 20, 90, 5, 20]",0.8442446522445525
"['j', 'x', 'i']","[0, 1, 1]","[1, 1, 0]","[1, 1, 1]","[43, 82, 91]",9,"[13, 15, 58, 7, 52, 16, 7, 42, 88]",1.1794592004956508
"['i', 's', 'x', 'p', 'e', 'q', 'y', 'b', 'n', 'm', 'l', 'c']","[0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1]","[0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 1]","[1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 0, 0]","[42, 1, 81, 67, 93, 53, 2, 36, 96, 21, 23, 61]",7,"[17, 80, 62, 14, 99, 5, 52]",4.570007567465495
"['r', 't', 'n', 'h', 'w', 'v', 'p', 'u', 'k', 'j', 'd', 'i', 'x']","[0, 1, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1]","[0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 0]","[1, 0, 1, 1, 0, 0, 0, 1, 1, 0, 1, 0, 0]","[61, 56, 51, 18, 52, 41, 94, 73, 19, 40, 87, 17, 53]",5,"[97, 89, 97, 87, 53]",7.118234501023089
"['q', 'e', 'v', 'g', 'a', 'o', 'n', 'r']","[1, 1, 1, 0, 0, 0, 1, 1]","[0, 0, 0, 0, 1, 1, 1, 0]","[1, 0, 0, 1, 1, 0, 0, 1]","[11, 22, 77, 71, 78, 51, 35, 11]",7,"[97, 11, 51, 11, 54, 49, 1]",6.4078128995410655
"['u', 'w', 'c', 'b', 'm', 'j', 'r', 'd', 'n', 'i']","[1, 1, 1, 1, 0, 0, 1, 0, 0, 0]","[1, 0, 0, 0, 1, 0, 1, 1, 1, 0]","[1, 1, 1, 0, 1, 0, 1, 0, 1, 0]","[38, 45, 33, 2, 23, 35, 93, 26, 95, 18]",9,"[82, 95, 78, 63, 50, 36, 56, 88, 77]",4.076061525116423
"['d', 'b', 'c', 'j', 'g', 'e', 'm', 'p', 'o', 'l', 't', 'n', 'f', 's', 'v', 'a', 'r', 'k', 'u', 'q', 'h', 'x', 'y']","[0, 1, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1]","[1, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 0, 1, 1, 0]","[0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 0, 1, 1, 1, 0, 1, 1, 1, 1]","[29, 31, 46, 89, 72, 81, 13, 51, 38, 40, 77, 45, 76, 3, 86, 87, 39, 65, 54, 19, 34, 98, 16]",1,[13],8.604422867745773
"['d', 'o', 'a', 'x', 'p', 't', 'l', 'y', 'g', 'v', 'w', 's']","[0, 1, 0, 0, 1, 0, 1, 1, 1, 1, 0, 1]","[1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 1, 1]","[0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0]","[34, 44, 38, 73, 40, 55, 17, 48, 27, 71, 37, 60]",5,"[4, 18, 93, 38, 56]",4.078299009911046
"['b', 'y', 'e', 'l', 'g', 'i', 'o', 'q', 'n', 'c', 'k', 'p', 'm', 'u', 'w', 'f', 'a', 'x', 's', 'h', 'j', 'v', 'd', 't']","[0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 1, 1, 1, 1]","[1, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 0, 1, 1, 1, 0]","[0, 1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 1, 0, 1, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0]","[34, 37, 9, 35, 37, 98, 91, 74, 4, 24, 70, 43, 6, 66, 52, 99, 36, 79, 26, 75, 50, 88, 60, 56]",7,"[55, 49, 51, 14, 98, 97, 46]",1.0352440230822615
"['r', 'p', 'x', 'u', 'g', 'd', 'n', 'o', 'a', 'y', 'c', 'f', 'w', 'e', 'i', 's', 't', 'k', 'm', 'j', 'h', 'v', 'b', 'l']","[1, 0, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1]","[0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1]","[75, 56, 38, 74, 75, 48, 4, 66, 79, 82, 22, 36, 77, 22, 68, 49, 98, 62, 9, 100, 62, 41, 32, 21]",5,"[70, 15, 1, 49, 41]",1.5825633769451264
"['g', 'o', 'w', 'f', 'y', 'v', 'n', 'k', 'r', 'j', 'q', 'p']","[1, 0, 1, 0, 0, 1, 1, 0, 1, 1, 1, 0]","[1, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0]","[1, 1, 1, 0, 1, 0, 0, 0, 1, 1, 1, 1]","[88, 84, 81, 37, 44, 97, 76, 66, 72, 80, 74, 16]",1,[6],3.957362173511352
"['f', 'y', 'o', 'u', 'm', 'p', 's', 'i', 'l', 'v', 'g', 'x', 'r', 'j', 'd', 'a', 'w', 't', 'b']","[0, 1, 0, 1, 0, 1, 1, 0, 0, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1]","[1, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 0]","[1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 0, 1, 0, 1, 0, 0, 0, 0]","[87, 60, 55, 49, 46, 65, 3, 18, 33, 70, 98, 92, 50, 69, 97, 1, 93, 92, 31]",2,"[24, 80]",3.79689209253116
"['r', 'd', 'p', 'c', 'v', 'i', 'o', 'j', 'b', 'k', 'a', 'n', 's', 'x', 'w', 'm', 't', 'h', 'l', 'q', 'e']","[0, 1, 1, 1, 0, 1, 1, 0, 0, 0, 1, 0, 1, 1, 1, 0, 1, 0, 1, 0, 1]","[0, 1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 1, 0]","[1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1]","[88, 98, 24, 70, 12, 24, 41, 65, 12, 80, 39, 10, 55, 25, 5, 94, 86, 69, 20, 90, 51]",1,[89],2.3605212501503483
"['s', 'd', 'b', 'o', 'l', 'm', 'q', 'v', 'p', 'f', 'g', 'j', 'n', 'k']","[1, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 0]","[1, 0, 0, 1, 0, 0, 1, 0, 1, 1, 1, 0, 0, 1]","[0, 0, 1, 0, 0, 1, 0, 1, 1, 0, 1, 1, 1, 0]","[91, 45, 65, 95, 23, 33, 16, 43, 17, 44, 60, 6, 14, 23]",6,"[20, 47, 80, 35, 64, 85]",5.711618584420422
"['h', 'n', 'x', 't', 'f', 'd', 'l']","[0, 1, 1, 1, 0, 0, 1]","[0, 1, 0, 1, 1, 0, 1]","[0, 1, 0, 1, 1, 0, 1]","[92, 11, 78, 72, 41, 81, 41]",6,"[19, 89, 21, 83, 99, 20]",9.186369330930987
"['c', 'm', 'e', 'p', 'i', 'u', 'g', 'l', 'x', 's', 'w', 'h', 't']","[0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0]","[0, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 1, 0]","[0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0]","[5, 40, 90, 73, 92, 60, 89, 86, 70, 28, 71, 90, 55]",7,"[91, 17, 70, 77, 24, 22, 28]",5.460065063327662
"['p', 'f', 'n', 'o', 'u', 'h', 't', 'q', 'x', 'a', 'w', 'v', 'm', 'g', 'e']","[0, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0]","[1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0]","[0, 1, 0, 1, 1, 1, 0, 0, 1, 0, 0, 1, 1, 1, 0]","[27, 17, 12, 47, 80, 6, 65, 88, 65, 36, 92, 18, 70, 27, 37]",9,"[1, 63, 23, 90, 68, 26, 83, 43, 39]",3.266399633685391
"['x', 'h', 'u', 'r', 'e']","[1, 1, 1, 0, 1]","[1, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[64, 33, 94, 41, 10]",1,[2],3.5444722453563533
"['f', 'l', 'y', 'd', 'j', 'k', 'e', 'u', 'x', 'n', 'v', 'g', 'h', 'p', 's']","[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 1, 1]","[1, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1, 0]","[0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1, 0, 1]","[8, 32, 23, 8, 91, 97, 96, 89, 42, 4, 68, 62, 20, 96, 82]",3,"[67, 68, 6]",3.7112220518276158
"['m', 'l', 'j', 'n']","[0, 1, 0, 1]","[1, 1, 0, 1]","[1, 1, 0, 1]","[78, 49, 11, 54]",4,"[25, 100, 93, 1]",7.286941930749057
"['y', 'x', 'e', 'h', 'r', 'k', 'j', 'o', 'p', 'd', 's', 'b', 'n', 'a', 'w', 'l', 'q']","[0, 0, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0]","[1, 1, 1, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 0, 0, 0, 1]","[0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 1, 0]","[80, 22, 22, 12, 88, 34, 48, 100, 26, 74, 96, 20, 29, 80, 17, 12, 55]",8,"[62, 6, 33, 99, 41, 77, 65, 43]",3.4285581908394835
"['o', 's', 'e', 't', 'd', 'y', 'k', 'p', 'c', 'i', 'j', 'l', 'x', 'v', 'f', 'u']","[1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0]","[0, 1, 1, 0, 1, 1, 1, 1, 0, 0, 1, 1, 0, 1, 1, 0]","[0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0]","[64, 20, 12, 32, 28, 82, 4, 34, 87, 19, 17, 62, 5, 42, 21, 4]",3,"[67, 100, 1]",6.072382366725957
"['i', 'g', 'c', 'x', 'o', 'e', 'b', 'a', 'l', 'y', 't', 'j', 'q', 'w', 's', 'd', 'm', 'u', 'k', 'f']","[1, 1, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0]","[1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 0]","[0, 1, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0]","[88, 32, 99, 63, 38, 4, 24, 5, 3, 13, 66, 56, 76, 65, 58, 70, 20, 3, 29, 72]",6,"[92, 95, 68, 71, 84, 49]",2.867512309912412
"['g', 'x', 'v', 'b', 'p', 'a']","[1, 0, 0, 1, 1, 0]","[1, 0, 1, 1, 1, 1]","[0, 1, 0, 0, 0, 1]","[99, 21, 97, 18, 78, 90]",10,"[48, 70, 76, 5, 99, 38, 34, 11, 98, 98]",8.991893722411696
"['p', 'm', 'w', 'j', 'h', 'c']","[1, 1, 0, 1, 1, 0]","[1, 1, 1, 0, 0, 0]","[1, 0, 1, 1, 0, 1]","[75, 47, 70, 39, 44, 28]",5,"[92, 32, 43, 1, 46]",1.267174451873984
"['m', 't', 'e']","[1, 1, 0]","[1, 0, 0]","[0, 1, 1]","[94, 36, 65]",7,"[3, 6, 13, 98, 100, 34, 78]",5.021216595105622
"['y', 'f', 'p', 'i', 'd', 't', 'v', 'r', 'h', 'q', 's', 'm', 'e', 'o', 'j', 'g']","[0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 1, 1, 0, 0, 0, 1]","[1, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0]","[0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1]","[97, 16, 40, 73, 3, 66, 4, 99, 87, 34, 89, 36, 27, 68, 16, 90]",3,"[63, 76, 29]",3.0665208044666814
"['h', 'e', 'y', 'x', 'b', 'i', 'o', 'n', 'd', 'm', 'j']","[0, 1, 1, 0, 1, 0, 0, 1, 1, 1, 1]","[0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1]","[0, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0]","[48, 86, 96, 4, 45, 80, 71, 100, 91, 89, 1]",9,"[37, 9, 44, 10, 59, 82, 89, 9, 71]",5.810425114590596
"['f', 'n', 'h']","[0, 1, 1]","[0, 1, 0]","[0, 1, 0]","[26, 90, 57]",4,"[79, 59, 67, 80]",3.7429545496861847
"['v', 'm', 'd', 'e', 'r']","[1, 1, 1, 1, 0]","[0, 0, 0, 1, 1]","[1, 0, 1, 1, 0]","[43, 9, 27, 27, 42]",3,"[98, 61, 65]",9.663499055241747
"['v', 'u', 's', 'b', 'c', 'i']","[1, 1, 1, 1, 0, 1]","[0, 0, 1, 1, 1, 1]","[1, 0, 0, 1, 0, 1]","[21, 58, 39, 61, 84, 24]",1,[56],3.087572368915802
"['b', 'r', 'w', 's', 'c']","[0, 1, 0, 1, 1]","[0, 1, 1, 0, 1]","[0, 1, 1, 0, 0]","[65, 30, 40, 71, 63]",9,"[49, 54, 48, 26, 56, 25, 18, 70, 58]",9.465626946273582
